[0.09034932, '0', '1']
[0.37051865, '0', '3']
[0.18360832, '0', '4']
[0.5647656, '1', '2']
[0.09325901, '1', '4']
[0.66297126, '1', '5']
[0.098205626, '2', '5']
[0.18691033, '3', '4']
[0.32209125, '3', '6']
[0.067918524, '3', '7']
[0.5697122, '4', '5']
[0.11899181, '4', '7']
[0.52071965, '4', '8']
[0.048992604, '5', '8']
[0.25417274, '6', '7']
[0.4017278, '7', '8']
